#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026260822.1       -         CD_25                -         hmm       11       90   106968   107042      +     -    6 0.44   0.0   13.9       1.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_41, whole genome shotgun sequence
NW_026260795.1       -         CD_25                -         hmm       42       92   592915   592865      -     -    6 0.41   0.0   13.8       1.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_14, whole genome shotgun sequence
NW_026260959.1       -         CD_25                -         hmm       42       92    38839    38889      +     -    6 0.41   0.0   13.8       1.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_178, whole genome shotgun sequence
NW_026260934.1       -         CD_25                -         hmm       11       81     3140     3072      -     -    6 0.42   0.0   13.8       1.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_153, whole genome shotgun sequence
NW_026260785.1       -         CD_25                -         hmm       19       73   761678   761628      -     -    6 0.47   0.0   13.7       2.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260813.1       -         CD_25                -         hmm       11       81     2318     2250      -     -    6 0.41   0.0   13.6       2.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_32, whole genome shotgun sequence
NW_026260806.1       -         CD_25                -         hmm       24       83   453903   453844      -     -    6 0.43   0.0   13.5       2.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_25, whole genome shotgun sequence
NW_026260800.1       -         CD_25                -         hmm       11       81   114345   114411      +     -    6 0.40   0.0   13.4       2.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_19, whole genome shotgun sequence
NW_026260783.1       -         CD_25                -         hmm       11       81   405275   405343      +     -    6 0.42   0.0   13.2       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_2, whole genome shotgun sequence
NW_026260822.1       -         CD_25                -         hmm       11       89   292633   292706      +     -    6 0.42   0.0   13.2       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_41, whole genome shotgun sequence
NW_026260903.1       -         CD_25                -         hmm       11       81    43307    43239      -     -    6 0.39   0.0   13.2         3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_122, whole genome shotgun sequence
NW_026260883.1       -         CD_25                -         hmm       30       82    61975    62028      +     -    6 0.41   0.0   12.9       3.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_102, whole genome shotgun sequence
NW_026260782.1       -         CD_25                -         hmm       45       89   809217   809261      +     -    6 0.47   0.0   12.9       3.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026260862.1       -         CD_25                -         hmm       22       81    95402    95464      +     -    6 0.48   0.0   12.7       4.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_81, whole genome shotgun sequence
NW_026260813.1       -         CD_25                -         hmm       11       81   288367   288299      -     -    6 0.45   0.0   12.7       4.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_32, whole genome shotgun sequence
NW_026260794.1       -         CD_25                -         hmm       11       79    30678    30744      +     -    6 0.43   0.0   12.6       4.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260794.1       -         CD_25                -         hmm       11       79    40674    40608      -     -    6 0.43   0.0   12.6       4.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260908.1       -         CD_25                -         hmm       22       83     7593     7658      +     -    6 0.50   0.0   12.5       4.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_127, whole genome shotgun sequence
NW_026260958.1       -         CD_25                -         hmm       26       71    30402    30446      +     -    6 0.44   0.0   12.4       5.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_177, whole genome shotgun sequence
NW_026260806.1       -         CD_25                -         hmm       24       83     2483     2424      -     -    6 0.43   0.0   12.3       5.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_25, whole genome shotgun sequence
NW_026260794.1       -         CD_25                -         hmm       23       51   440693   440665      -     -    6 0.48   0.0   12.3       5.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260796.1       -         CD_25                -         hmm       11       88   347644   347565      -     -    6 0.41   0.0   12.3       5.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_15, whole genome shotgun sequence
NW_026260908.1       -         CD_25                -         hmm        7       63    25602    25536      -     -    6 0.46   0.0   12.2       6.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_127, whole genome shotgun sequence
NW_026260782.1       -         CD_25                -         hmm       25       51   580360   580334      -     -    6 0.48   0.0   12.1       6.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026260794.1       -         CD_26                -         hmm        3       96   665198   665288      +     -    6 0.49   0.0   31.1   6.7e-06 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260786.1       -         CD_26                -         hmm       10       66   409578   409626      +     -    6 0.49   0.0   15.5      0.47 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026260797.1       -         CD_26                -         hmm        5       60   132970   133018      +     -    6 0.49   0.0   14.2       1.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_16, whole genome shotgun sequence
NW_026260866.1       -         CD_26                -         hmm       14       97    28728    28639      -     -    6 0.42   0.0   13.9       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_85, whole genome shotgun sequence
NW_026260840.1       -         CD_26                -         hmm       20       97   197180   197097      -     -    6 0.40   0.0   13.7       1.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_59, whole genome shotgun sequence
NW_026260794.1       -         CD_26                -         hmm       57       98   949572   949531      -     -    6 0.43   0.0   13.0       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260799.1       -         CD_26                -         hmm       48       97   531291   531247      -     -    6 0.38   0.0   12.7       3.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_18, whole genome shotgun sequence
NW_026260809.1       -         CD_26                -         hmm        4       63   120407   120465      +     -    6 0.53   0.0   12.6       3.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_28, whole genome shotgun sequence
NW_026260782.1       -         CD_26                -         hmm       48       98   811563   811618      +     -    6 0.46   0.0   12.6       3.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026260834.1       -         CD_27                -         hmm        7       86    40697    40622      -     -    6 0.42   0.0   26.4   0.00024 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_53, whole genome shotgun sequence
NW_026260783.1       -         CD_27                -         hmm       27       67   156799   156846      +     -    6 0.44   0.0   18.8     0.055 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_2, whole genome shotgun sequence
NW_026260831.1       -         CD_27                -         hmm       21       49    87726    87754      +     -    6 0.48   0.0   16.7      0.26 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_50, whole genome shotgun sequence
NW_026260829.1       -         CD_27                -         hmm       10       45   109420   109379      -     -    6 0.50   0.1   15.2      0.74 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_48, whole genome shotgun sequence
NW_026260787.1       -         CD_27                -         hmm        7       40   623357   623321      -     -    6 0.43   0.0   14.2       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_6, whole genome shotgun sequence
NW_026260897.1       -         CD_27                -         hmm        7       40    34345    34309      -     -    6 0.43   0.0   14.1       1.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_116, whole genome shotgun sequence
NW_026260828.1       -         CD_27                -         hmm        7       39    46170    46135      -     -    6 0.44   0.1   13.8         2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_47, whole genome shotgun sequence
NW_026260804.1       -         CD_27                -         hmm       23       64    59819    59778      -     -    6 0.45   0.0   13.4       2.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_23, whole genome shotgun sequence
NW_026260784.1       -         CD_27                -         hmm       12       39   394167   394198      +     -    6 0.47   0.0   13.3       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_3, whole genome shotgun sequence
NW_026261052.1       -         CD_27                -         hmm        6       67    20150    20088      -     -    6 0.48   0.0   13.1       3.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_271, whole genome shotgun sequence
NW_026260980.1       -         CD_27                -         hmm       30       68    20329    20378      +     -    6 0.52   0.0   12.6       4.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_199, whole genome shotgun sequence
NW_026260861.1       -         CD_27                -         hmm        8       39    56931    56965      +     -    6 0.49   0.0   12.2       6.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_80, whole genome shotgun sequence
NW_026260787.1       -         CD_28                -         hmm       12       75   307219   307276      +     -    6 0.43   0.0   17.0      0.21 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_6, whole genome shotgun sequence
