#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260788.1       -         tRNA                 RF00005    cm        1       71  1018870  1018941      +    no    1 0.60   0.0   66.2   4.3e-13 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_7, whole genome shotgun sequence
NW_026261150.1       -         5_8S_rRNA            RF00002    cm        1      154     9809     9963      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261163.1       -         5_8S_rRNA            RF00002    cm        1      154     8897     8743      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261189.1       -         5_8S_rRNA            RF00002    cm        1      154     2940     3094      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         5_8S_rRNA            RF00002    cm        1      154    12752    12906      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261191.1       -         5_8S_rRNA            RF00002    cm        1      154     2895     2741      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         5_8S_rRNA            RF00002    cm        1      154    12522    12368      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261204.1       -         5_8S_rRNA            RF00002    cm        1      154     7014     7168      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261206.1       -         5_8S_rRNA            RF00002    cm        1      154     2146     2300      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         5_8S_rRNA            RF00002    cm        1      154    11955    12109      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261211.1       -         5_8S_rRNA            RF00002    cm        1      154     6645     6491      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261216.1       -         5_8S_rRNA            RF00002    cm        1      154     5363     5517      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         5_8S_rRNA            RF00002    cm        1      154     2684     2838      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261225.1       -         5_8S_rRNA            RF00002    cm        1      154    12494    12648      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261229.1       -         5_8S_rRNA            RF00002    cm        1      154     1619     1773      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261229.1       -         5_8S_rRNA            RF00002    cm        1      154    11394    11548      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         5_8S_rRNA            RF00002    cm        1      154     2685     2531      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261232.1       -         5_8S_rRNA            RF00002    cm        1      154    12495    12341      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         5_8S_rRNA            RF00002    cm        1      154     5500     5346      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         5_8S_rRNA            RF00002    cm        1      154     5959     6113      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         5_8S_rRNA            RF00002    cm        1      154     7940     7786      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         5_8S_rRNA            RF00002    cm        1      154     9250     9404      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261248.1       -         5_8S_rRNA            RF00002    cm        1      154     5430     5584      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261251.1       -         5_8S_rRNA            RF00002    cm        1      154     7625     7779      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         5_8S_rRNA            RF00002    cm        1      154     6284     6130      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261260.1       -         5_8S_rRNA            RF00002    cm        1      154     5586     5432      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         5_8S_rRNA            RF00002    cm        1      154     5561     5715      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         5_8S_rRNA            RF00002    cm        1      154      554      400      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261270.1       -         5_8S_rRNA            RF00002    cm        1      154    10362    10208      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         5_8S_rRNA            RF00002    cm        1      154     8499     8345      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261277.1       -         5_8S_rRNA            RF00002    cm        1      154     2019     1865      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         5_8S_rRNA            RF00002    cm        1      154     1928     1774      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         5_8S_rRNA            RF00002    cm        1      154     5009     4855      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         5_8S_rRNA            RF00002    cm        1      154     4435     4589      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         5_8S_rRNA            RF00002    cm        1      154     1546     1392      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         5_8S_rRNA            RF00002    cm        1      154     5260     5414      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         5_8S_rRNA            RF00002    cm        1      154     3573     3727      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261295.1       -         5_8S_rRNA            RF00002    cm        1      154     4594     4748      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         5_8S_rRNA            RF00002    cm        1      154     4402     4556      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261297.1       -         5_8S_rRNA            RF00002    cm        1      154     5435     5589      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026261298.1       -         5_8S_rRNA            RF00002    cm        1      154     4833     4987      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261299.1       -         5_8S_rRNA            RF00002    cm        1      154     6056     5902      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261302.1       -         5_8S_rRNA            RF00002    cm        1      154      436      282      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261303.1       -         5_8S_rRNA            RF00002    cm        1      154     1325     1171      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261305.1       -         5_8S_rRNA            RF00002    cm        1      154     4440     4594      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261306.1       -         5_8S_rRNA            RF00002    cm        1      154     4396     4550      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261309.1       -         5_8S_rRNA            RF00002    cm        1      154     5261     5415      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261148.1       -         5_8S_rRNA            RF00002    cm        1      154     7178     7025      -    no    1 0.47   0.0  154.0   3.8e-40 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261142.1       -         5_8S_rRNA            RF00002    cm        1      154     4210     4056      -    no    1 0.48   0.0  150.9     3e-39 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261148.1       -         5_8S_rRNA            RF00002    cm        1      154    16996    16841      -    no    1 0.48   0.0  150.0   5.6e-39 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026260839.1       -         5_8S_rRNA            RF00002    cm        1      154    49177    49331      +    no    1 0.43   0.0  146.1   7.3e-38 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261163.1       -         5_8S_rRNA            RF00002    cm      102      154    18570    18518      -    5'    2 0.55   0.0   45.6   5.4e-09 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026260809.1       -         U2                   RF00004    cm        1      193   176679   176489      -    no    1 0.53   0.0  114.9   3.7e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_28, whole genome shotgun sequence
NW_026261046.1       -         U2                   RF00004    cm        1      193    15364    15174      -    no    1 0.53   0.0  114.9   3.7e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_265, whole genome shotgun sequence
NW_026260782.1       -         U2                   RF00004    cm        1      193  2325080  2325270      +    no    1 0.53   0.0  114.6   4.3e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026260805.1       -         U2                   RF00004    cm        1      193   558715   558525      -    no    1 0.54   0.0  114.4   4.6e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_24, whole genome shotgun sequence
NW_026261153.1       -         U2                   RF00004    cm        1      193    18472    18282      -    no    1 0.54   0.0  114.4   4.6e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_372, whole genome shotgun sequence
NW_026260799.1       -         U2                   RF00004    cm        1      193    58101    58296      +    no    1 0.52   0.0  107.0   2.9e-21 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_18, whole genome shotgun sequence
NW_026260846.1       -         U2                   RF00004    cm        1      193    11434    11239      -    no    1 0.52   0.0  107.0   2.9e-21 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_65, whole genome shotgun sequence
NW_026260791.1       -         U6                   RF00026    cm        1      104   804582   804466      -    no    1 0.49   0.0   88.4   1.1e-20 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_10, whole genome shotgun sequence
NW_026260808.1       -         U6                   RF00026    cm        1      104    59820    59936      +    no    1 0.49   0.0   88.4   1.1e-20 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_27, whole genome shotgun sequence
NW_026260791.1       -         U6                   RF00026    cm        1      104   857643   857527      -    no    1 0.45   0.0   86.4     4e-20 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_10, whole genome shotgun sequence
NW_026260783.1       -         U4                   RF00015    cm        1      138  2182535  2182668      +    no    1 0.47   0.0   74.7     2e-15 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_2, whole genome shotgun sequence
NW_026260982.1       -         U4                   RF00015    cm        1      138     5906     6039      +    no    1 0.47   0.0   74.7     2e-15 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_201, whole genome shotgun sequence
NW_026260794.1       -         RNase_MRP            RF00030    cm        1      266   948803   949295      +    no    1 0.54   0.0   91.0   2.5e-23 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_13, whole genome shotgun sequence
NW_026260782.1       -         U5                   RF00020    cm        1      116  1702449  1702566      +    no    1 0.55   0.0   68.9   9.9e-10 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026260785.1       -         snoZ13_snr52         RF00335    cm        1      101  1334884  1334780      -    no    1 0.46   0.0   72.0   3.3e-13 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260785.1       -         snoZ13_snr52         RF00335    cm        1      101  1334565  1334457      -    no    1 0.43   0.0   57.6   1.9e-09 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260787.1       -         RNaseP_nuc           RF00009    cm        1      303  1270314  1270856      +    no    1 0.57   0.1   91.6   1.7e-26 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_6, whole genome shotgun sequence
NW_026260787.1       -         RNaseP_nuc           RF00009    cm        1      303  1360813  1360185      -    no    1 0.55   0.0   85.0   2.7e-24 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_6, whole genome shotgun sequence
NW_026260805.1       -         snR75                RF01185   hmm        3       86   389880   389778      -     -    6 0.42   0.0   44.4   6.6e-10 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_24, whole genome shotgun sequence
NW_026260809.1       -         snosnR60_Z15         RF00309    cm        1       98   372527   372629      +    no    1 0.46   0.0   43.4   0.00019 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_28, whole genome shotgun sequence
NW_026260785.1       -         Vault                RF00006    cm        1      101   764882   764786      -    no    1 0.51   0.0   34.9   0.00021 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
#
# Program:         cmsearch
# Version:         1.1.5 (Sep 2023)
# Pipeline mode:   SEARCH
# Query file:      /projects/health_sciences/bms/biochemistry/brown_lab/davidc/JGI_Fungal_Pipeline_2026/Rfam/Rfam_f.cm
# Target file:     ./data/GCF_024613125.1_Pisori2_genomic.fna
# Option settings: cmsearch --tblout example_output/NCRNA/CM_all_rfam/input_genome.rfam.tbl --cut_tc --cpu 128 /projects/health_sciences/bms/biochemistry/brown_lab/davidc/JGI_Fungal_Pipeline_2026/Rfam/Rfam_f.cm ./data/GCF_024613125.1_Pisori2_genomic.fna 
# Current dir:     /projects/health_sciences/bms/biochemistry/brown_lab/davidc/JGI_Fungal_Pipeline_2026
# Date:            Mon Jun 29 23:27:12 2026
# [ok]
